id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
2517,"Generalized Multivariate Functional Additive Mixed Models for Location, Sc",include,none,alta,"GAMLSS funcional con MFPCA como base empirica para procesos latentes, metodologia central.",no
2518,Aggregated functional data model for Near-Infrared Spectroscopy calibration,include,none,alta,Compara basis smoothing vs smoothing splines con B-splines; discusion metodologica sustantiva pese a dominio quimiometrico (excepcion E4).,no
2520,Continuous-time multivariate analysis,include,none,alta,"Representacion via B-splines, extension directa del marco de Ramsay-Silverman, PR1 fundacional.",no
2521,Functional Additive Mixed Models,include,none,alta,Unifica terminos basados en splines y en FPC dentro de modelos aditivos mixtos funcionales.,no
2522,On estimation of the effect lag of predictors and prediction in functional ,include,none,alta,"Coeficientes escritos como expansion en sistema de bases (FPCA, splines), PR1/PR3.",no
2523,A comparison of parameter estimation in function-on-function regression,include,none,alta,"Comparacion explicita de B-spline, Fourier y base Gaussiana con criterios GCV/AIC/GIC; antecedente directo PR2/PR4.",no
2525,A Study of Functional Depths,exclude,I1,media,"Trata profundidad funcional para ranking/clasificacion, no representacion en bases ni FPCA ni aplicacion economica visible.",si
2526,Distribution-Free Stochastic Analysis and Robust Multilevel Vector Field An,exclude,E3,alta,Duplicado no detectado antes: mismo titulo exacto que id 1861 (ya incluido en Etapa 1) e id 1995 (ya excluido E3 en Etapa 1).,no
2528,An Understanding of Principal Differential Analysis,include,none,alta,"PDA usa soluciones de ODE como base para representar datos funcionales, PR1 central.",no
2529,Theoretical Properties of Projection Based Multilayer Perceptrons with Func,include,none,alta,"Proyeccion de datos funcionales sobre subespacio de dimension finita (base), PR1/PR2.",no
2532,Modeling continuous monitoring glucose curves by Beta generalized non-param,exclude,I1,media,Modelo parametrico Beta con suavizado por verosimilitud local; el resumen no menciona sistema de bases ni FPCA.,si
2533,Sieve Bootstrap for Functional Time Series,include,none,alta,"Usa conjunto finito de componentes principales funcionales como base, PR1/PR2/PR4.",no
2534,A Functional Approach to Curve Alignment and Shape Analysis,include,none,alta,"Tecnicas de expansion en bases para estimar variables de deformacion, PR1.",no
2535,Locally Sparse Function on function Regression,include,none,alta,"Representacion en base del coeficiente funcional con penalizacion group-lasso, PR1/PR3.",no
2536,Robust smoothed canonical correlation analysis for functional data,include,none,alta,"Expansion en base y/o penalizaciones como herramienta de regularizacion, PR1/PR3.",no
2537,Applying Non-negative Matrix Factorization with Covariates to the Longitudi,include,none,media,"Compara base prescrita (GCM) vs base optimizada (NMF); relevante PR1/PR2 aunque es modelo de curva de crecimiento, no FDA continua estricta.",si
2539,Conditional multivariate functional PCA for the reconstruction of temperatu,include,none,alta,FPCA multivariante condicional como contribucion metodologica; aplicacion oceanografica con discusion sustantiva (excepcion E4).,no
2540,Classification of EEG recordings in auditory brain activity via a logistic ,include,none,alta,Representacion wavelet comparada con reduccion PCA/PLS; discusion metodologica de base pese a dominio EEG (excepcion E4).,no
2541,A functional approach to deconvolve dynamic neuroimaging data,include,none,alta,Deconvolucion basada en FPCA con numero reducido de funciones base; dominio PET pero con discusion metodologica de base (excepcion E4).,no
2543,Adaptive inference for the mean of a stochastic process in functional data,include,none,alta,"Estimadores por umbral relativos a una base aproximante, base elegida por validacion cruzada de una libreria de bases; PR1/PR3 central.",no
2544,Functional linear and single-index models: A unified approach via Gaussian ,include,none,alta,"Marco unificado para modelos lineales funcionales y de indice simple via RKHS, metodologia central de regresion funcional PR1/PR2.",no
2545,Interpretable sparse SIR for functional data,include,none,media,"Reduccion de dimension y seleccion de intervalos para predictores funcionales, relevante PR1/PR3 aunque no es expansion en base clasica.",si
2546,smoothEM: a new approach for the simultaneous assessment of smooth pattern,include,none,alta,"Suavizado por splines penalizados para separar patron suave de picos irregulares, directamente relevante PR3/PR4.",no
2547,A Novel Statistical Method Based on Dynamic Models for Classification,include,none,alta,Usa ODE y analisis diferencial principal (base) para clasificacion de datos funcionales (ECG); discusion metodologica pese a dominio medico (excepcion E4).,no
2549,Model-based regression clustering for high-dimensional data. Application to,include,none,alta,"Extension a datos funcionales mediante un enfoque basado en wavelets, PR1/PR4.",no
2550,Testing marginal homogeneity in Hilbert spaces with applications to stock m,include,none,alta,"Aplicacion de FDA a retornos de mercados bursatiles, satisface I1 por la clausula de aplicacion economica/financiera (PR5).",no
2551,Band Depth based initialization of $k$-Means for functional data clustering,include,none,media,Ajusta B-splines a las observaciones como paso de representacion previo al clustering; base presente pero no es el foco central.,si
2552,Optimal rates for estimating the covariance kernel from synchronously sampl,include,none,media,"Estimacion de la funcion de covarianza, objeto central de FPCA/Karhunen-Loeve; teorico, sin mencion explicita de bases en el resumen.",si
2554,DeepFRC: An End-to-End Deep Learning Model for Functional Registration and ,include,none,alta,"Representacion espectral con base de Fourier para embedding funcional suave, PR1/PR4.",no
2555,Nonparametric function-on-scalar regression using deep neural networks,include,none,alta,"Discusion comparativa explicita de limitaciones de bases tipo splines frente a alternativa de red neuronal, PR2/PR4.",no
2556,Adaptive Ridge-Regularized Hotelling Change-Point Tests for Functional Data,include,none,alta,"Expansion en base creciente convierte observaciones funcionales en vectores de score, PR1/PR3/PR4 (deteccion de cambios).",no
2557,Unified theory of testing relevant hypotheses in functional time series,include,none,alta,"Estimacion B-spline combinada con auto-normalizacion para series temporales funcionales, PR1/PR4.",no
2558,Enhanced Change-Point Detection in Functional Means,include,none,alta,"Eficiencia en la seleccion de funciones base que capturan el cambio/salto, directamente PR3/PR4.",no
2560,Dynamic Function-on-Scalars Regression,include,none,alta,"Modelo de datos funcionales de rango reducido con expansion en base funcional desconocida; aplicacion macroeconomica, PR1/PR5.",no
2561,Robust Functional Regression with Discretely Sampled Predictors,include,none,alta,"Splines de placa delgada con penalizacion cuadratica novedosa, PR1/PR3, enfoque robusto.",no
2562,Local Optimization of Black-Box Function with High or Infinite-Dimensional ,include,none,alta,Considera distintas bases de reduccion de dimension (incluida base derivada de datos); dominio de seguridad nuclear con discusion metodologica (excepcion E4).,no
2563,Approximation of RKHS Functionals by Neural Networks,include,none,media,"Contrasta expansiones en base tradicionales con su enfoque de evaluacion puntual; mas teoria de aproximacion con redes neuronales que FDA estadistica, borderline.",si
2565,Functional Horseshoe Smoothing for Functional Trend Estimation,include,none,alta,"Seleccion del numero de funciones base via perdida predictiva posterior; tambien captura cambios abruptos, PR3/PR4.",no
2566,A Multi-Layer Regression based Predicable Function Fitting Network,exclude,I1,media,"Red de ajuste de funciones de caracter general (ingenieria/reconocimiento de patrones); menciona Fourier/wavelet solo como antecedente, sin discusion de FDA estadistica.",si
2567,A class of multi-resolution approximations for large spatial datasets,include,none,alta,"Aproximaciones de proceso Gaussiano con funciones base en multiples resoluciones, PR1/PR2 (datos espaciales/funcionales).",no
2570,Bayesian functional graphical models,include,none,alta,"Combina modelado de funciones base no parametricas con regularizacion Bayesiana grafica, PR1.",no
2571,Bayesian Function-on-Scalars Regression for High Dimensional Data,include,none,alta,"Respuesta funcional modelada con funciones base desconocidas; seleccion conjunta de covariables, PR1/PR3.",no
2572,Statistical Inference for High Dimensional Panel Functional Time Series,include,none,alta,"Adopta idea de descomposicion en base de datos funcionales para series de tiempo funcionales de alta dimension, PR1/PR4.",no
2573,Semiparametric Functional Factor Models with Bayesian Rank Selection,include,none,alta,"Base funcional no parametrica infinito-dimensional aprendida de los datos, con seleccion Bayesiana de rango, PR1/PR3.",no
2574,gptools: Scalable Gaussian Process Inference with Stan,exclude,E1,media,"Paquete de software para inferencia de procesos Gaussianos en general; FDA mencionado solo como una aplicacion generica, sin discusion de eleccion de base.",si
2575,Model Testing for Generalized Scalar-on-Function Linear Models,include,none,alta,"Representacion de efectos mixtos con splines penalizados y pruebas de componentes de varianza, PR1/PR3.",no
2576,Deep functional multiple index models with an application to SER,include,none,media,Integra capas de base adaptativa dentro de arquitectura de deep learning; dominio de reconocimiento de emociones en voz con discusion metodologica de base (excepcion E4).,si
2577,Spatial Clustering of Curves with Functional Covariates: A Bayesian Partiti,include,none,baja,"Modelo mixto funcional y particionamiento espacial; no se ve discusion explicita de eleccion de base en el extracto, aplicacion climatica (posible E4).",si
2579,Deep Survival Analysis for Competing Risk Modeling with Functional Covariat,include,none,media,Capa de base (Basis Layer) para representacion de datos funcionales dentro de red profunda; dominio UCI/supervivencia con discusion metodologica breve (excepcion E4).,si
2581,FAME: Adaptive Functional Attention with Expert Routing for Function-on-Fun,include,none,alta,"Contrasta explicitamente con expansiones en base pre-elegidas/kernels, propone alternativa completamente basada en datos; PR2/PR4 comparativo.",no
