id,title_short,decision,reason_code,confidence,rationale
1400,Functional data analysis of the relationship between electricity consumption and climate change driv,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1401,Rethinking energy security in China: Multi-dimensional measurement and spatiotemporal dynamics,include,none,baja,Sin resumen disponible; titulo no descarta contenido FDA (cadena de origen garantiza coincidencia)
1402,Dynamic evolution and spatial–temporal disparities decomposition of high-quality economic developmen,include,none,baja,Sin resumen disponible; titulo no descarta contenido FDA (cadena de origen garantiza coincidencia)
1403,Regression estimation for continuous-time functional data processes with missing at random response,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1404,Is the Group Structure Important in Grouped Functional Time Series?,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1405,Identifying the Dynamic Influence of Economic Policy Uncertainty on Enterprise Investment Using Func,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1406,FuNVol: multi-asset implied volatility market simulator using functional principal components and ne,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1407,Can High Frequency Data Improve Stock Prices Forecasting? — Empirical Evidence Based on Functional D,include,none,baja,Sin resumen disponible; titulo no descarta contenido FDA (cadena de origen garantiza coincidencia)
1408,Asynchronous Changepoint Estimation for Spatially Correlated Functional Time Series,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1409,Efficient Bayesian functional principal component analysis of irregularly-observed multivariate curv,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1410,MD-MBPLS: A novel explanatory model in computational social science,include,none,media,"Incluido por regla de duda; posible E4 a revisar: MD-MBPLS mezcla tipos de datos, FDA es solo un componente, uso posiblemente accesorio"
1411,Local polynomial estimation of regression operators from functional data with correlated errors,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1412,On semiparametric regression in functional data analysis,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1413,A dynamic separable network model with actor heterogeneity: An application to global weapons transfe,exclude,I1,alta,"Red de transferencias de armas (STERGM), sin contenido de datos funcionales"
1414,Forecasting the Age Structure of the Scientific Workforce in Australia,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1415,Non-parametric Bayesian covariate-dependent multivariate functional clustering: An application to ti,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1416,Kolmogorov Entropy for Convergence Rate in Incomplete Functional Time Series: Application to Percent,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1417,Multi-country clustering-based forecasting of healthy life expectancy,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1418,Quantifying time dynamics in the regional disparities and spatial convergence of China’s high-qualit,include,none,baja,Sin resumen disponible; titulo no descarta contenido FDA (cadena de origen garantiza coincidencia)
1419,On the Use of Yeo-Johnson Transformation in the Functional Multivariate Time Series,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1420,Nonstationary Functional Time Series Forecasting,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1421,Functional Mixed-type Clustering of Investors' Daily Returns During a Market Shock Change-point and ,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1422,Financial risk management based on functional data analysis,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1423,The Maximum of the Periodogram of a Sequence of Functional Data,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1424,Parameter clustering in Bayesian functional principal component analysis of neuroscientific data,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1425,A robust functional time series forecasting method,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1426,Functional Time Series Prediction Under Partial Observation of the Future Curve,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1427,Brief Review of Functional Data Analysis: A Case Study on Regional Demographic and Economic Data,include,none,baja,Sin resumen disponible; titulo no descarta contenido FDA (cadena de origen garantiza coincidencia)
1428,Tests for conditional heteroscedasticity of functional data,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1429,Detecting a structural change in functional time series using local Wilcoxon statistic,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1430,Nonparametric estimation of expectile regression in functional dependent data,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1431,Functional singular spectrum analysis,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
1432,Robust depth-based estimation of the functional autoregressive model,include,none,alta,Contenido metodologico o aplicado de FDA/FPCA claro en el resumen
