id,title_short,decision,reason_code,confidence,rationale
2600,Testing for the Rank of a Covariance Operator,include,none,alta,"Sobre rango del operador de covarianza, central para determinar dimension en FPCA."
2601,"Gaussian Process Differential Ensembles for Joint Inference on Curves, Derivatives, and Integrals",include,none,media,"Modelado conjunto de curvas/derivadas via GP, representacion de datos funcionales."
2602,Spectral Topological Data Analysis of Brain Signals,exclude,I1,media,"Topological data analysis de senales cerebrales, no es FDA/FPCA/bases."
2603,Bayesian parametric analytic continuation of Green's functions,exclude,I1,alta,"Fisica cuantica (Green's functions), 'basis functions' generico sin relacion a FDA."
2604,A Stochastic Process Model for Time Warping Functions,include,none,alta,"Modelo de warping temporal, tema central de registracion en FDA."
2605,Impulse data models for the inverse problem of electrocardiography,include,none,baja,"Basis functions para senal ECG, sin vocabulario explicito de FDA."
2606,Supervised Learning of Functional Outcomes with Predictors at Different Scales: A Functional Gaussia,include,none,alta,"Function-on-function regression via GP, metodologia central de FDA."
2607,Extracting spectral properties from Keldysh Green functions,exclude,I1,alta,"Fisica (Keldysh Green functions), no relacionado a FDA."
2608,Persistence Spheres: a Bi-continuous Linear Representation of Measures for Partial Optimal Transport,exclude,I1,media,"Representacion topologica de medidas para transporte optimo, no es FDA."
2609,DataTransfer: Neural network based interpolation across non-nested meshes,exclude,I1,alta,"Interpolacion de mallas via redes neuronales, simulacion numerica, no FDA."
2610,Emergence of long-range order in BaTiO3 from local symmetry-breaking distortions,exclude,I1,alta,"Fisica de materiales (BaTiO3), 'basis' en sentido cristalografico."
2611,Application of Laplace filters to the analysis of lattice time correlators,exclude,I1,alta,"Fisica de reticulo (QCD), filtros de Laplace para correladores, no FDA."
2612,"Constraining the Nonextensive Mass Function of Halos from BAO, CMB and X-ray data",exclude,I1,alta,"Cosmologia, funcion de masa de halos, no es dato funcional/FPCA."
2613,An Open-Source Framework for $N$-Electron Dynamics: II. Hybrid Density Functional Theory/Configurati,exclude,I1,alta,"Quimica cuantica (DFT/CI), no relacionado a FDA."
2614,How far can symmetry help? Phase transitions and symmetry selection in sparse functional data analys,include,none,alta,"Transicion de fase en FDA disperso, teoria central de suavidad/covarianza."
2615,EEG-EyeTrack: A Benchmark for Time Series and Functional Data Analysis with Open Challenges and Base,include,none,media,Benchmark explicito de FDA con redes neuronales funcionales.
2616,Functional Principal Component Analysis for Cointegrated Functional Time Series,include,none,alta,FPCA para series temporales funcionales cointegradas.
2617,Dynamic Functional Principal Component,include,none,alta,Critica y extension de FPCA estatico a series temporales funcionales.
2618,Functional data analysis: An application to COVID-19 data in the United States,include,none,media,"FPCA aplicado a COVID-19, dominio ajeno pero metodologia FPCA sustantiva."
2619,Functional data analysis in the Banach space of continuous functions,include,none,alta,"Teoria FDA en espacio de Banach vs Hilbert, series temporales funcionales."
2620,Bayesian functional data analysis in astronomy,include,none,media,"FDA bayesiano aplicado a astronomia, dominio ajeno pero desarrollo metodologico."
2621,Efficient Bayesian functional principal component analysis of irregularly-observed multivariate curv,include,none,alta,FPCA bayesiano eficiente para curvas multivariadas irregulares.
2622,Remaining Useful Life Estimation Using Functional Data Analysis,include,none,baja,"FDA aplicado a mantenimiento predictivo, discusion de base no evidente en resumen."
2623,Stochastic Volatility Regression for Functional Data Dynamics,include,none,media,Regresion de volatilidad estocastica para dinamica de datos funcionales.
2624,A Visual Analytics Approach for Hardware System Monitoring with Streaming Functional Data Analysis,include,none,baja,"FDA en streaming para monitoreo de hardware, aplicacion de dominio ajeno."
2625,A Functional Data Analysis Approach to Evolution Outlier Detection for Grouped Smart Meters,include,none,baja,FDA con profundidad funcional para outliers en medidores inteligentes.
2626,Registration for Incomplete Non-Gaussian Functional Data,include,none,alta,"Registracion de FDA incompleta no gaussiana, tema central de FDA."
2627,Statistical Analysis of Network Collections Using Persistent Homology and Functional Data Analysis,include,none,media,Combina homologia persistente con FDA para analisis de redes.
2628,The EE-Classifier: A classification method for functional data based on extremality indexes,include,none,alta,Clasificador basado en profundidad para datos funcionales.
2629,Phenology curve estimation via a mixed model representation of functional principal components: Char,include,none,baja,"FPCA aplicado a fenologia vegetal via satelite, dominio ajeno."
2630,Noise reduction for functional time series,include,none,alta,Reduccion de ruido en series temporales funcionales via FPCA extendido.
2631,On Consistency and Sparsity for High-Dimensional Functional Time Series with Application to Autoregr,include,none,alta,Consistencia y dispersion para series temporales funcionales de alta dimension.
2632,Practical Forecasting of Environmental Maps: A Functional Data Approach,include,none,baja,"FDA aplicado a pronostico de mapas ambientales, dominio ajeno."
