id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
2459,Robust joint modeling of sparsely observed paired functional data,include,none,alta,FPCA + splines con penalización de rugosidad para FDA pareada robusta; metodología central de representación.,no
2460,A geometric approach to maximum likelihood estimation of the functional principal components from sp,include,none,alta,MLE geométrica de FPCA desde datos dispersos; selección explícita del número de funciones base.,no
2461,"Bayesian Framework for Simultaneous Registration and Estimation of Noisy, Sparse and Fragmented Func",include,none,media,"Marco bayesiano de registro y estimación de funciones subyacentes; representación funcional central, métodos omitidos.",si
2462,Clustering nonstationary circadian rhythms using locally stationary wavelet representations,include,none,alta,Representaciones wavelet localmente estacionarias para ritmos circadianos no estacionarios; directamente PR4.,no
2463,A topologically valid definition of depth for functional data,include,none,media,"Definición topológica de profundidad para datos funcionales; metodología FDA general, no central a bases.",si
2464,Explainable Outlier Detection for Multivariate Functional Data,include,none,alta,Detección de outliers en datos funcionales multivariados vía representaciones en bases y covarianza separable.,no
2466,Trend Filtering for Functional Data,include,none,alta,Trend filtering funcional con expansión en base ortonormal y penalización para eliminar bases redundantes.,no
2467,A novel generalized additive scalar-on-function regression model for partially observed multidimensi,include,none,alta,Regresión aditiva escalar-sobre-función con B-splines; discute expansión en bases y método no atado a base específica.,no
2468,Bayesian repulsive mixture model for multivariate functional data,include,none,alta,Mezcla repulsiva para datos funcionales multivariados con distancia basada en curvas B-spline.,no
2469,Clustering of functional data prone to complex heteroscedastic measurement error,include,none,media,Clustering de datos funcionales con error de medición; contrasta bases finitas vs suavizado no paramétrico.,si
2470,Graph-constrained Analysis for Multivariate Functional Data,include,none,media,Modelos gráficos gaussianos funcionales con restricción de grafo; usa bases pero enfoque en GGM.,si
2471,Basis Expansions for Functional Snippets,include,none,alta,Expansión en bases para 'snippets' funcionales; representación en base de la función de covarianza es el aporte central.,no
2472,Structural adaptation and rate accelerated estimation in bivariate functional data,include,none,alta,Adaptación estructural en datos funcionales bivariados vía cambio de base para acelerar tasas de suavizado.,no
2473,A functional-data approach to the Argo data,include,none,media,"Kriging funcional espacio-temporal para datos Argo; aporte metodológico real, aplicación oceanográfica, métodos omitidos.",si
2474,Functional Bipartite Ranking: a Wavelet-Based Filtering Approach,include,none,alta,Ranking bipartito funcional con aproximaciones wavelet lineales/no lineales; selección adaptativa de representación compacta.,no
2475,Sufficient conditions for proper posteriors in fully-Bayesian Functional PCA,include,none,alta,FPCA totalmente bayesiano con base spline ortonormal y penalización de segunda derivada; representación central.,no
2476,From dense to sparse design: Optimal rates under the supremum norm for estimating the mean function ,include,none,media,"Tasas óptimas en norma supremo para estimación de media en FDA; teoría central de FDA, no específica de bases.",si
2477,A Hierarchical Model for Aggregated Functional Data,include,none,alta,Modelo jerárquico para datos funcionales agregados con K funciones base B-spline.,no
2478,Multiple testing for outlier detection in functional data,include,none,alta,"Detección de outliers vía proyección de datos funcionales sobre bases ortonormales (wavelet, PCA).",no
2479,Bayesian Function-on-Function Regression for Spatial Functional Data,include,none,media,"Regresión función-sobre-función bayesiana espacial; datos de partículas/población, aporte metodológico jerárquico, métodos omitidos.",si
2481,Enhancing Spatial Functional Linear Regression with Robust Dimension Reduction Methods,include,none,alta,Regresión lineal funcional espacial robusta con FPCA y FPLS; proyección sobre bases ortonormales central.,no
2482,A novel framework for detecting multiple change points in functional data sequences,include,none,alta,Detección de múltiples puntos de cambio en secuencias funcionales vía expansión en base funcional.,no
2483,Nonparametric density estimation for intentionally corrupted functional data,include,none,alta,Estimación no paramétrica de densidad para datos funcionales corrompidos; requiere elección de base y parámetros de suavizado.,no
2484,Variation Pattern Classification of Functional Data,include,none,media,"Clasificación por patrón de variación de datos funcionales vía operadores de covarianza; aplicación neurológica (LFP), base no central.",si
2485,Scalable Function-on-Scalar Quantile Regression for Densely Sampled Functional Data,include,none,media,Regresión cuantílica función-sobre-escalar escalable para datos funcionales densos; metodología FDA central.,si
2486,Gaussian Tree Constraints Applied to Acoustic Linguistic Functional Data,include,none,baja,"Restricciones de árbol gaussiano en datos lingüísticos acústicos; genera base separable-CFA, pero aporte primario es evolución de lenguas.",si
2487,Post-Nonlinear Sparse Component Analysis Using Single-Source Zones and Functional Data Clustering,include,none,baja,"Análisis de componentes dispersos post-no-lineal (separación de fuentes de voz); compara B-spline vs aproximación local, FDA accesoria — posible E1.",si
2489,High-dimensional Bayesian Fourier Analysis For Detecting Circadian Gene Expressions,include,none,media,Análisis de Fourier bayesiano de alta dimensión para genes circadianos; base de Fourier central al método pese a aplicación genómica.,si
2491,Factor-augmented model for functional data,include,none,alta,Modelo aumentado por factores para datos funcionales; aborda directamente cuándo las bases de suavizado son inadecuadas. Posible duplicado de 2495/348.,no
2492,"Controlling Statistical, Discretization, and Truncation Errors in Learning Fourier Linear Operators",exclude,I1,alta,"Teoría de operator learning (Fourier Neural Operator) para operadores solución de EDP; 'datos funcionales' en sentido de espacios de funciones, no FDA de curvas.",no
2493,Modeling Multivariate Mixed-Response Functional Data,include,none,alta,Datos funcionales multivariados de respuesta mixta; FPCA multivariada para especificar expansiones en base.,no
2494,Classification of pediatric pneumonia using chest X-rays by functional regression,include,none,media,Clasificación de neumonía pediátrica por regresión funcional; selecciona bases desde estructura de covarianza — discusión metodológica sustantiva (excepción E4).,si
2496,A Fourier continuation framework for high-order approximations,exclude,I1,alta,Análisis numérico: continuación de Fourier para eliminar fenómeno de Gibbs en aproximaciones de alto orden en solvers de EDP. No es FDA.,no
2497,Bayesian Semiparametric Orthogonal Tucker Factorized Mixed Models for Multi-dimensional Longitudinal,include,none,alta,Modelos mixtos Tucker factorizados ortogonales para datos funcionales longitudinales multidimensionales; representación en base central.,no
2498,Functional Multidimensional Scaling,include,none,alta,Escalamiento multidimensional funcional con funciones base B-spline cúbicas.,no
2499,Wavelet-based genetic association analysis of functional phenotypes arising from high-throughput seq,include,none,media,Análisis de asociación genética wavelet de fenotipos funcionales; base wavelet central al método pese a aplicación genómica.,si
2500,Functional Clustering of Survival Data via Smoothed Log-Hazard Trajectories: A Risk-Dynamics Perspec,include,none,alta,Clustering funcional de datos de supervivencia vía FPCA sobre trayectorias log-hazard suavizadas con B-spline.,no
2501,Fast symmetric additive covariance smoothing,include,none,alta,Suavizado rápido de covarianza aditiva simétrica vía splines penalizados; aplicación en FPCA.,no
2502,Bayesian semiparametric modelling of biomarker variability in joint models,include,none,media,Modelado bayesiano semiparamétrico de variabilidad de biomarcadores; compara tres enfoques de especificación de trayectoria (spline). Métodos omitidos.,si
2503,Dynamics of Liquidity Surfaces in Uniswap v3,include,none,alta,"FPCA + factores dinámicos de superficies de liquidez Uniswap v3 (datos financieros DeFi, PR5); compara base empírica vs polinomios de Legendre.",no
2504,A Multivariate Multilevel Longitudinal Functional Model for Repeatedly Observed Human Movement Data,include,none,media,"Modelo funcional longitudinal multinivel multivariado para datos de movimiento humano; aporte metodológico, aplicación biomecánica, métodos omitidos.",si
2505,Cosine Series Representation,include,none,alta,Representación en serie de cosenos: expansión explícita en base ortonormal para modelar y filtrar señales biomédicas.,no
2506,Mapping-to-Parameter Nonlinear Functional Regression with Novel B-spline Free Knot Placement Algorit,include,none,alta,Regresión funcional no lineal con nuevo algoritmo de colocación de nodos libres para bases B-spline.,no
