id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
421,Multivariate Varying Coefficient Spatiotemporal Model,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
423,Generalized Spatio-Temporal Regression with PDE Penalization,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
426,Function-on-function regression models with nonlinear dynamic effect and linear concurrent effect,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
429,Smooth LASSO estimator for the Function-on-Function linear regression model,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
430,Efficient Functional ANOVA Through Wavelet-Domain Markov Groves,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
431,Statistical inference for partially shape-constrained function-on-scalar linear regression models,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
432,Fast symmetric additive covariance smoothing,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
435,A simple method to construct confidence bands in functional linear regression,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
438,ROBUST SMOOTHED CANONICAL CORRELATION ANALYSIS FOR FUNCTIONAL DATA,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
440,"Modelling multi-scale, state-switching functional data with hidden Markov models",include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
443,Clustering nonstationary circadian rhythms using locally stationary wavelet representations,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
458,Graph-constrained analysis for multivariate functional data,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
461,Compositional splines for representation of density functions,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
467,Simultaneous confidence corridors for mean functions in functional data analysis of imaging data,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
473,Principal Component Analysis for Distributions Observed by Samples in Bayes Spaces,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
475,A Functional Regression Approach to Facial Landmark Tracking,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
481,Penalized spline estimation of principal components for sparse functional data: Rates of convergence,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
483,Multivariate functional clustering and its application to typhoon data,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
486,Nonlinear Functional Modeling Using Neural Networks,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
487,Statistical inference in functional semiparametric spatial autoregressive model,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
498,Robust optimal estimation of location from discretely sampled functional data,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
500,A comparison of tests for the one-way ANOVA problem for functional data,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
502,Global sensitivity analysis for models with spatially dependent outputs,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
510,Robust Classification of Functional and Quantitative Image Data Using Functional Mixed Models,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
518,Penalized solutions to functional regression problems,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
519,Functional dynamic factor models with application to yield curve forecasting,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
544,A Bayesian Multivariate Functional Dynamic Linear Model,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
551,A hierarchical model for aggregated functional data,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
555,Discriminative interpolation for classification of functional data,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
559,Quantile regression when the covariates are functions,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
566,A time-frequency functional model for locally stationary time series data,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
570,Grouped variable importance with random forests and application to multiple functional data analysis,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
571,Non-linear local registration of functional data,exclude,I1,alta,"Registro espacial de activaciones fMRI/anatomía cortical vía splines de placa delgada; ""funcional"" = fMRI, no representación FDA en bases",no
588,Clustering functional data using wavelets,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
596,Fourier analysis of stationary time series in function space,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
598,Analysis of aggregated functional data from mixed populations with application to energy consumption,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
606,Functional linear models for zero-inflated count data with application to modeling hospitalizations ,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
610,Study of Mexican free-tailed bat chirp syllables: Bayesian functional mixed models for nonstationary,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
621,Optimal partitioning for linear mixed effects models: Applications to identifying placebo responders,exclude,E1,media,"Partición óptima de modelos mixtos para identificar respondedores a placebo; no discute elección/calidad de base, cuerpo omitido",si
622,A flexible approach to Bayesian multiple curve fitting,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
628,Spline confidence bands for functional derivatives,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
629,Likelihood ratio tests for dependent data with applications to longitudinal and functional data anal,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
654,Fast covariance estimation for high-dimensional functional data,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
655,Penalized function-on-function regression,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
657,Aggregated functional data model for near-infrared spectroscopy calibration and prediction,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
688,Warped functional regression,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
689,A geometric approach to maximum likelihood estimation of the functional principal components from sp,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
690,A note on functional linear regression,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
691,Independent component models for replicated point processes,exclude,I1,media,"Modelo de componentes independientes para procesos puntuales; suavizado spline es incidental, tema central es teoría de point processes",si
696,Simultaneous inference for the mean function based on dense functional data,include,none,alta,"Metodología FDA central confirmada en texto completo (introducción/conclusión), consistente con veredicto de Etapa 1",no
