id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
1891,Inference for Model Misspecification in Interest Rate Term Structure using Functional Principal Comp,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
1907,On linear regression models in infinite dimensional spaces with scalar response,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
1917,Spatial Bayesian latent factor regression modeling of coordinate-based meta-analysis data,exclude,I1,alta,"Meta-analisis espacial de coordenadas de activacion fMRI, no representacion de curvas via bases/FPCA; colision terminologica functional=fMRI.",no
1924,Wavelets in functional data analysis,include,none,alta,"Morettin/Pinheiro/Vidakovic, Wavelets in Functional Data Analysis - item #6 del conjunto oro.",no
1931,Nonparametric local polynomial regression for functional covariates,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
1933,How far can symmetry help? Phase transitions and symmetry selection in sparse functional data analys,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
1938,Nonparametric and semiparametric models in comparison of observations of a particle-size distributio,include,none,alta,Comparacion de 3 estrategias de seleccion de nudos para splines cubicos; discusion metodologica sustantiva de base pese a aplicacion a granulometria (excepcion E4).,no
1939,Functional data analysis by matrix completion,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
1940,Sensitivity analysis and emulation for functional data using Bayesian adaptive splines,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
1944,Heuristic framework for multiscale testing of the multi-manifold hypothesis,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
1948,Nonparametric density estimation for intentionally corrupted functional data,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
1953,A class of multi-resolution approximations for large spatial datasets,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
1954,Higher-order accurate spectral density estimation of functional time series,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
1957,Functional linear and single-index models: a unified approach via Gaussian Stein identity,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
1961,Significance tests for functional data with complex dependence structure,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
1974,Function-on-scalar quantile regression with application to mass spectrometry proteomics data,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
1977,Modern nonlinear function-on-function regression,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
1979,Efficient Bayesian shape-restricted function estimation with constrained Gaussian process priors,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
1980,Estimation in functional linear quantile regression,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
1988,"Analysis of target data-dependent greedy kernel algorithms: convergence rates for \(f\)-, \(f \cdot ",include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
1994,Marginal distance and Hilbert-Schmidt covariances-based independence tests for multivariate function,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
2002,Generalized linear models for geometrical current predictors: an application to predict garment fit,include,none,alta,"Compara 3 bases distintas (RKHS, covarianza, combinada) para datos funcionales vectoriales; central a PR2/PR4 pese a aplicacion textil (excepcion E4).",no
2035,Continuous and atlas-free analysis of brain structural connectivity,include,none,alta,Nuevo espacio de funciones de rango reducido para conectividad cerebral; discusion metodologica sustantiva de representacion (excepcion E4).,no
2037,Distribution of a Non-parametric Wavelet-based Statistic for Functional Data,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
2050,Nonparametric regression based on discretely sampled curves,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
