id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
1201,Evaluating a Stock Market Pairs Trading Strategy Using a Dependent Functional Data Cointegration Met,include,none,media,Estrategia de pares via cointegracion funcional en mercados bursatiles; aplicacion financiera central (PR5).,si
1207,Bayesian Testing of Granger Causality in Functional Time Series,include,none,media,"Modelo autorregresivo funcional multivariado con FPCA, aplicado a curvas de rendimiento US/UK; aplicacion financiera (PR5).",no
1209,On Consistent Hypothesis Testing In General Hilbert Spaces,exclude,I1,media,Resumen extendido (actas ICSTA); metodo general de contraste de hipotesis en espacios de Hilbert via proyecciones; no representacion en bases ni FPCA ni aplicacion economica real.,no
1215,Scalable multiple changepoint detection for functional data sequences,include,none,media,Deteccion de multiples puntos de cambio en secuencias funcionales via proyecciones y fused lasso; relevante a procesos no estacionarios (PR4).,si
1251,Bayesian estimation of the functional spatial lag model,include,none,media,Modelo espacial funcional (spatial lag) bayesiano; compara FSLM vs modelo lineal funcional; aplicacion a desempleo/analfabetismo (socioeconomico).,no
1255,Detecting British Columbia coastal rainfall patterns by clustering Gaussian processes,exclude,E4,media,"Clustering de patrones de lluvia costera via procesos gaussianos por similitud de kernel; dominio meteorologico, sin discusion de base. Etapa1 tambien E4.",si
1261,Nonstationary fractionally integrated functional time series,include,none,alta,"FTS fraccionalmente integradas no estacionarias; FPCA del operador de varianza, criterio de ratio para dimension del subespacio dominante; curvas de precios intradia (PR2,PR3,PR4,PR5).",no
1264,Change-Point Detection and Its Modern Applications,include,none,media,Revision de deteccion de puntos de cambio; una seccion trata estimacion de discontinuidad para datos funcionales con saltos abruptos (PR4). Solo parcialmente en tema; regla de duda.,si
1271,A Non-linear Function-on-Function Model for Regression with Time Series Data,include,none,media,"Modelo funcion-sobre-funcion no lineal con red neuronal, generaliza modelo lineal funcional; series de tiempo, aplicacion industrial. Centralidad de base incierta (cuerpo omitido).",si
1272,Real-time estimation for functional stochastic regression models,include,none,media,Regresion estocastica funcional heterocedastica: estimacion en tiempo real de operadores de regresion y de varianza condicional; conecta con volatilidad funcional (PR4).,si
1276,Weak convergence of the conditional single index U-statistics for locally stationary functional time,exclude,I1,media,"Teoria asintotica de U-estadisticos condicionales de indice unico para FTS localmente estacionarias; regresion kernel NW, no representacion en bases ni FPCA ni aplicacion economica.",no
1278,Long-Range Dependent Curve Time Series,include,none,alta,"Series de curvas con dependencia de largo alcance; FPCA para funciones ortonormales del subespacio dominante; aplicacion a retornos bursatiles intradia (PR2,PR5).",no
1286,A note on quadratic forms of stationary functional time series under mild conditions,include,none,media,Formas cuadraticas de FTS estacionarias y densidad espectral; discute representacion finito-dimensional optima y Karhunen-Loeve del operador de covarianza (PR2). Teorico.,si
1301,Intraday forecasts of a volatility index: functional time series methods with dynamic updating,include,none,alta,"Pronosticos intradia del indice de volatilidad VIX via FTS con actualizacion dinamica; aplicacion financiera de volatilidad (PR4,PR5).",no
1305,Graphical Principal Component Analysis of Multivariate Functional Time Series,include,none,alta,"PCA grafico y FPCA dinamico para FTS multivariadas; separabilidad debil dinamica, reduccion de dimension; aporte metodologico FPCA sustancial (PR2).",no
1313,Forecasting day-ahead electric power prices with functional data analysis,include,none,alta,"Pronostico de precios electricos dia-adelante via FDA; serie economica volatil no estacionaria, compara modelos funcionales vs tradicionales (PR4,PR5).",no
1330,Time-Varying Functional Principal Components for Non-Stationary EpCO 2 in Freshwater Systems,include,none,media,"FPCA variante en el tiempo en dominio de frecuencia para FTS no estacionarias con inferencia asociada; desarrollo metodologico FPCA real (PR2,PR4). Etapa1 dijo E4.",si
1332,Statistical inference for high-dimensional panel functional time series,include,none,alta,Inferencia para FTS panel de alta dimension; adopta explicitamente descomposicion en bases de datos funcionales; bandas de confianza simultaneas (I1a).,no
1336,Forecasting High-Dimensional Functional Time Series: Application to Sub-National Age-Specific Mortal,include,none,media,Pronostico de FTS de alta dimension via FANOVA de dos vias + FPCA; aplicacion a mortalidad pero metodologia FPCA sustancial con seleccion de componentes (PR2).,no
1345,Single index regression for locally stationary functional time series,exclude,I1,media,"Teoria asintotica de regresion de indice unico para FTS localmente estacionarias; estimador kernel NW, TCL; no representacion en bases ni FPCA ni aplicacion economica.",no
1347,Forecasting the Colombian electricity spot price under a functional approach,include,none,media,"Pronostico del precio spot de electricidad colombiana via enfoque funcional; serie economica volatil, contexto latinoamericano (PR5). El fetch trajo el PDF equivocado; decision por titulo.",si
1350,The Demographics of Defense and Security in Japan,exclude,E1,media,"Pronostico demografico japones via modelos de datos funcionales coherentes, usado como herramienta para politica de defensa; sin discusion de eleccion/calidad de base. NOTA: revisor lo incluyo en Etapa 1.",si
1355,A flexible spatial autoregressive modelling framework for mixed covariates of multiple data types,include,none,media,"Modelo autorregresivo espacial (SAR) con covariables funcionales; estimacion basada en FPCA; contexto econometrico espacial / economias regionales (PR2,PR5).",si
