id,title_short,decision,reason_code,confidence,rationale
0,Model-based Fréchet regression in (quotient) metric spaces with a focus on elastic curves,include,none,baja,"Solo titulo disponible, terminologia FDA relevante, sin resumen para confirmar."
1,A genome-wide comprehensive analysis of nucleosome positioning in yeast,exclude,E4,alta,"FPCA usada como herramienta para comparar cepas en genomica, sin discutir bases"
2,Mathematical function data model analysis and synthesis system based on short-term human movement,exclude,E4,media,"Fourier fitting aplicado a sintesis de movimiento humano, sin discusion de bases, journal de bajo perfil"
3,Curve Classification Based on Mean-Variance Feature Weighting and Its Application,include,none,baja,"Solo titulo disponible, terminologia FDA relevante, sin resumen para confirmar."
4,Optimal design of experiments for functional linear models with dynamic factors,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
5,Parametric and nonparametric conditional quantile regression modeling for dependent spatial function,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
6,L1-regularized functional support vector machine*,include,none,media,FDA/datos funcionales relevante pero sin discusion explicita de bases en el resumen.
7,Exponential Lp-quantile estimation of function-on-scalar model with its applications in functional d,include,none,media,FDA/datos funcionales relevante pero sin discusion explicita de bases en el resumen.
8,A sandwich smoother for spatio-temporal functional data,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
9,Registration and estimation for functional generalized linear model,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
10,Principal Component Analysis of Two-dimensional Functional Data with Serial Correlation,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
11,Unified Principal Component Analysis for Sparse and Dense Functional Data under Spatial Dependency,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
12,Three recipes for quasi-interpolation with cubic Powell–Sabin splines,exclude,I1,media,"Splines Powell-Sabin en diseno geometrico (CAGD), no es FDA estadistico"
13,Exploring patterns of demand in bike sharing systems via replicated point process models,exclude,I1,media,"Modelado de procesos puntuales de intensidad, no representacion funcional en bases"
14,Two-sample tests for functional data using characteristic functions,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
15,Tensor product splines and functional principal components,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
16,A multivariate coefficient of variation for functional data,include,none,baja,"Solo titulo disponible, terminologia FDA relevante, sin resumen para confirmar."
17,Variable selection of higher-order partially functional linear multiple varying coefficient spatial ,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
18,Estimation for functional linear semiparametric model,include,none,baja,"Solo titulo disponible, terminologia FDA relevante, sin resumen para confirmar."
19,Statistical Depth for Text Data: An Application to the Classification of Healthcare Data,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
20,Wavelet estimation of the dimensionality of curve time series,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
21,Semiparametric Functional Factor Models with Bayesian Rank Selection*,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
22,Continuous-Time Multivariate Analysis,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
23,Functional Multivariable Logistic Regression With an Application to HIV Viral Suppression Prediction,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
24,New modeling approaches based on varimax rotation of functional principal components,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
25,High-Dimensional Statistics: Non-Parametric Generalized Functional Partially Linear Single-Index Mod,include,none,media,FDA/datos funcionales relevante pero sin discusion explicita de bases en el resumen.
26,Morning surge in blood pressure using a random-effects multiple-component cosinor model,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
27,Three-part joint modeling methods for complex functional data mixed with zero-and-one–inflated propo,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
28,Wavelet-based dimensionality reduction for multiple sets of complicated functional data,include,none,baja,"Solo titulo disponible, terminologia FDA relevante, sin resumen para confirmar."
29,Partially Linear Functional Additive Models for Multivariate Functional Data,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
30,Enhancing spatial functional linear regression with robust dimension reduction methods,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
31,Analyzing Electricity Demand in Colombia: A Functional Time Series Approach,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
32,Linear-Phase-Type probability modelling of functional PCA with applications to resistive memories,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
33,Functional data approximation on bounded domains using polygonal finite elements,exclude,I1,media,"Aproximacion de elementos finitos poligonales, geometria computacional, no FDA"
34,Layered Bayesian nonparametric regression for DNA methylation rates,include,none,media,FDA/datos funcionales relevante pero sin discusion explicita de bases en el resumen.
35,Quadratic inference with dense functional responses,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
36,Dynamic Regression Models for Time-Ordered Functional Data,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
37,Functional data analysis of single-trial auditory evoked potentials recorded in the awake rat,include,none,baja,"Solo titulo disponible, terminologia FDA relevante, sin resumen para confirmar."
38,Adaptive estimation for functional data: Using a framelet block-thresholding method,include,none,media,FDA/datos funcionales relevante pero sin discusion explicita de bases en el resumen.
39,Variation pattern classification of functional data,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
40,The investigation of temperature data in Turkey’s Black Sea Region using functional data analysis,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
41,Stationary Processes via Fourier Transformations: Representation and Estimation,include,none,baja,"Solo titulo disponible, terminologia FDA relevante, sin resumen para confirmar."
42,On Estimation of the Effect Lag of Predictors and Prediction in a Functional Linear Model,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
43,Robust estimation for semi-functional linear regression models,include,none,media,FDA/datos funcionales relevante pero sin discusion explicita de bases en el resumen.
44,Benchmarking different clustering algorithms on functional data,include,none,baja,"Solo titulo disponible, terminologia FDA relevante, sin resumen para confirmar."
45,Analysis of a GPS Network Based on Functional Data Analysis,include,none,baja,"Solo titulo disponible, terminologia FDA relevante, sin resumen para confirmar."
46,Surface temperature monitoring in liver procurement via functional variance change-point analysis,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
47,An Overview of Univariate and Multivariate Karhunen Loève Expansions in Statistics,include,none,baja,"Solo titulo disponible, terminologia FDA relevante, sin resumen para confirmar."
48,Model-based clustering of multiple images incorporating covariates,include,none,media,FDA/datos funcionales relevante pero sin discusion explicita de bases en el resumen.
49,Estimation and diagnostic for single-index partially functional linear regression model with p-order,include,none,media,FDA/datos funcionales relevante pero sin discusion explicita de bases en el resumen.
50,Route identification in the National Football League: An application of model-based curve clustering,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
51,"Bayesian Semiparametric Functional Mixed Models for Serially Correlated Functional Data, With Applic",include,none,media,FDA/datos funcionales relevante pero sin discusion explicita de bases en el resumen.
52,A Generalized Smoother for Linear Ordinary Differential Equations,include,none,baja,"Solo titulo disponible, terminologia FDA relevante, sin resumen para confirmar."
53,Predicting the onset of breast cancer using mammogram imaging data with irregular boundary,include,none,alta,Discute representacion en bases/FPCA explicitamente en el resumen.
54,FCWFA: Functional Cluster-Weighted Factor Analyzers,include,none,baja,"Solo titulo disponible, terminologia FDA relevante, sin resumen para confirmar."
55,Semiparametric function-on-function quantile regression model with dynamic single-index interactions,include,none,media,FDA/datos funcionales relevante pero sin discusion explicita de bases en el resumen.
