id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
970,Penalized functional regression using R package PFLR,include,none,alta,"Metodología central de regresión funcional penalizada (paquete R), discute expansión en bases B-spline/P-spline.",no
972,Adaptive LASSO estimation for functional hidden dynamic geostatistical models,include,none,media,Selección de modelo para datos geoestadísticos funcionales; discusión de base no clara en el extracto.,si
979,A prediction interval for a function-valued forecast model: Application to load forecasting,include,none,alta,"Modelo de pronóstico funcional basado en base wavelet+kernel, discute representación explícitamente.",no
982,Quantile-based Clustering for Functional Data via Modelling Functional Principal Components Scores,include,none,alta,"Clustering funcional vía scores de FPCA, metodología central de representación.",no
986,A comparison of clustering approaches for the study of the temporal coherence of multiple time serie,include,none,media,Comparación de clustering funcional (uno basado en wavelets) vs modelo de espacio de estados.,si
995,Functional data geometric morphometrics with machine learning for craniodental shape classification ,include,none,media,"Morfometría geométrica funcional; posible discusión de base en Métodos, no visible en el extracto.",si
996,Comparison of functional and discrete data analysis regimes for Raman spectra,include,none,alta,"Comparación explícita de régimen funcional vs discreto para espectros Raman, alto contenido de FPCA/bases.",no
1009,Forecasts of COPD mortality in Australia: 2006-2025,exclude,E4,media,"Pronóstico de mortalidad por EPOC (dominio salud), sin discusión visible de elección de base.",si
1012,Parametric and Semiparametric Approaches to Analyzing Device-Based Measures of Energy Expenditure in,include,none,media,"Compara enfoques paramétrico/semiparamétrico (B-splines, nudos) pese a ser en ratas; discusión sustantiva de suavizado.",si
1018,Association of cardiovascular events and lipoprotein particle size: Development of a risk score base,exclude,E4,media,"Score de riesgo cardiovascular vía FDA, dominio médico sin discusión de base visible.",si
1020,Some Paradoxical Perspectives on Approaches and Structures in Functional Data Analysis,include,none,media,Discusión general de estructuras y enfoques en FDA.,no
1024,Mixture model-based functional discriminant analysis for curve classification,include,none,alta,"Análisis discriminante funcional basado en mixturas, metodología general de clasificación de curvas.",no
1042,Characterization and clustering of intra-day physical activity patterns using accelerometry among se,exclude,E4,media,"Patrones de actividad física en adultos (dominio salud), sin discusión de base visible.",si
1044,Region-based association test for familial data under functional linear models,include,none,alta,"Test de asociación genética con modelos lineales funcionales, discusión sustantiva de bases B-spline/Fourier.",no
1049,Model-based functional mixture discriminant analysis with hidden process regression for curve classi,include,none,alta,"Análisis discriminante funcional por mixturas con cambios de régimen, metodología general.",no
1050,Statistical evaluation of waveform collapse reveals scale-free properties of neuronal avalanches,include,none,media,"Colapso de forma de onda en avalanchas neuronales; algo de contenido de base Fourier/PC, dominio neurociencia.",si
1052,Nonlinear Fault Detection of Batch Processes Using Functional Local Kernel Principal Component Analy,include,none,media,"Detección de fallas en procesos batch vía FPCA kernel, contenido sustantivo de PC pese a dominio industrial.",si
1053,Adaptive basis functions for prototype-based classification of functional data,include,none,alta,"Funciones de base adaptativas para clasificación basada en prototipos, metodología central de bases.",no
1070,A functional data method for causal dynamic network modeling of task-related fMRI,exclude,E4,media,"Modelado causal de redes fMRI (dominio neurociencia), señal mínima de discusión de base.",si
1073,Representation of functional data in neural networks,include,none,alta,"Representación de datos funcionales en redes neuronales, tema central PR1/PR2.",no
1077,Dynamic principal component regression for forecasting functional time series in a group structure,include,none,media,"Regresión dinámica por componentes principales para pronóstico de mortalidad; alto contenido FPCA, dominio demográfico/actuarial.",si
1082,Uniform in number of neighbors consistency and weak convergence of kNN empirical conditional process,include,none,alta,"Teoría de consistencia kNN para procesos condicionales funcionales, metodología general sin dominio aplicado ajeno.",no
1085,funBIalign: a hierachical algorithm for functional motif discovery based on mean squared residue sco,include,none,media,Algoritmo general de descubrimiento de motivos funcionales (funBIalign).,si
1088,Detection of a structural break in intraday volatility pattern,include,none,alta,"Detección de quiebre estructural en volatilidad intradía, aplicación financiera directa (PR4/PR5).",no
1091,ANALYZING THE IMPACT OF BREXIT ON GLOBAL UNCERTAINTY USING FUNCTIONAL LINEAR REGRESSION WITH POINT O,include,none,alta,"Test de ruido blanco funcional basado en densidad espectral, metodología teórica general.",no
1092,A general white noise test based on kernel lag-window estimates of the spectral density operator,include,none,alta,"Test de ruido blanco general basado en operador de densidad espectral, metodología teórica general.",no
1094,An application of functional data analysis to local damage detection,include,none,media,"Detección de daño local vía FDA con wavelets/FPCA en señales de vibración, dominio industrial con señal moderada de base.",si
1095,Using extracted forward rate term structure information to forecast foreign exchange rates,include,none,alta,"Pronóstico de tipo de cambio vía FPCA de estructura de tasas forward, aplicación financiera directa (PR5).",no
1097,Forecasting functional time series using weighted likelihood methodology,include,none,alta,"Pronóstico de series temporales funcionales vía verosimilitud ponderada, metodología general.",no
1099,Adaptive smoothing to identify spatial structure in global lake ecological processes using satellite,include,none,media,"Suavizado adaptativo (P-splines, nudos) en ecología de lagos; discusión sustantiva de suavizado pese a dominio ambiental.",si
1103,Generalized regression estimation for continuous time processes with values in functional spaces,include,none,media,"Estimación de regresión para procesos de tiempo continuo en espacios funcionales; sin resumen disponible, extracto limitado.",si
1104,"Bayesian nonparametric functional mixture estimation for time-series data, with application to estim",include,none,alta,"Mixtura funcional bayesiana aplicada a totales de empleo estatal, aplicación económica/laboral directa (PR5).",no
1108,A Comparison of Hurst Exponent Estimators in Long-range Dependent Curve Time Series,include,none,alta,"Estimadores del exponente de Hurst en series de curvas de largo alcance, metodología teórica general.",no
1111,Modeling Temporal Variation in Physical Activity Using Functional Principal Components Analysis,include,none,media,FPCA para actividad física vía acelerómetros; alto contenido de PC pese a dominio salud.,si
1113,Functional Clustering of Discount Functions for Behavioural Investor Profiling,include,none,alta,"Clustering funcional de funciones de descuento para perfilamiento conductual de inversores, aplicación financiera (PR5).",no
1115,Functional time series approach to analyzing asset returns co-movements,include,none,alta,"Series temporales funcionales para co-movimientos de retornos de activos, aplicación financiera directa (PR5).",no
1122,MULTIPLE CHANGE POINT DETECTION IN FUNCTIONAL DATA WITH APPLICATIONS TO BIOMECHANICAL FATIGUE DATA,include,none,media,"Detección de múltiples puntos de cambio, método general ilustrado en datos biomecánicos.",si
1126,Optimal dimension reduction for high-dimensional and functional time series,include,none,alta,"Reducción de dimensión óptima para series temporales funcionales de alta dimensión (Karhunen-Loève), metodología teórica general.",no
1130,Parameter regimes in partial functional panel regression,include,none,media,"Regímenes de parámetros en regresión funcional panel parcial, econometría funcional general.",no
1132,Functional principal component analysis for derivatives of multivariate curves,include,none,alta,"FPCA para derivadas de curvas multivariadas, metodología central.",no
1143,Functional mixtures-of-experts,include,none,alta,"Mixturas de expertos funcionales, metodología general de predicción sobre series/funciones.",no
1149,Monotone-constrained functional component analysis for forward risk-accumulation curves with Leak-Fr,include,none,alta,"FPCA con restricción monótona para curvas de riesgo-acumulación, alto contenido FPCA, aplicación financiera/riesgo (PR5).",no
1155,Functional regression models for South African economic indicators: a growth curve perspective,include,none,alta,"Modelos de regresión funcional para indicadores económicos sudafricanos, aplicación económica directa (PR5).",no
1161,Functional lagged regression with sparse noisy observations,include,none,alta,"Regresión funcional rezagada con observaciones ruidosas dispersas, metodología teórica general.",no
1168,Spatiooral functional neural networks,include,none,media,"Redes neuronales funcionales espacio-temporales, metodología general de aprendizaje automático.",no
1184,Similarities within a multi-model ensemble: Functional data analysis framework,exclude,E4,alta,"Comparación de ensamble multi-modelo climático, meteorología (dominio ajeno explícito en E4), sin señal de discusión de base.",no
1187,Exploring COVID-19 in mainland China during the lockdown of Wuhan via functional data analysis,exclude,E4,media,"Exploración de COVID-19 en China vía FDA, dominio epidemiológico con señal mínima de discusión de base.",si
1188,Nonparametric multifunctional GARCH time series data analysis: Application to dynamic forecasting in,include,none,alta,"GARCH multifuncional no paramétrico para pronóstico financiero, coincide directamente con PR4/PR5 (funcional ARCH/GARCH).",no
1196,"Learning delay dynamics for multivariate stochastic processes, with application to the prediction of",exclude,I1,media,Dinámica de retraso para procesos estocásticos (ilustrado en COVID-19); no queda claro que aborde representación en bases o FPCA.,si
1197,Clustering Brain Signals: a Robust Approach Using Functional Data Ranking,include,none,media,"Clustering de señales EEG vía ranking funcional, contenido wavelet relevante pese a dominio neurociencia.",si
