id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
1500,Functional time series forecasting of distributions: A Koopman-Wasserstein approach,include,none,alta,"Metodo FDA/espectral para pronostico de distribuciones (DPDD, Koopman-Wasserstein), central a PR1/PR2",no
1503,Functional approach for Two Way Dimension Reduction in Time Series,include,none,alta,"Reduccion de dimension funcional (FPCA/autoencoder funcional) para series temporales, PR1/PR2",no
1508,Robust change-point detection for functional time series based on U-statistics and dependent wild bo,include,none,alta,"Test de cambio estructural para series temporales funcionales via U-estadisticos, PR3/PR4",no
1521,Bayesian nonparametric mixture estimation for time-indexed functional data in R,include,none,alta,"Estimacion bayesiana no parametrica para datos funcionales indexados en tiempo, PR1",no
1522,Generalized exponential smoothing in prediction of hierarchical time series,include,none,alta,"Suavizado exponencial generalizado aplicado a series temporales funcionales jerarquicas, PR1/PR3",no
1529,Robust clustering for time series using spectral densities and functional data analysis,include,none,alta,"Densidades espectrales tratadas como datos funcionales para clustering robusto de series, PR1",no
1546,Predicting microRNA targets in time-series microarray experiments via functional data analysis,exclude,E4,media,"Prediccion de dianas microRNA via FDA; introduccion/conclusion no muestran discusion sustantiva de base, aplicacion accesoria",si
1549,ftsa: An R package for analyzing functional time series,include,none,alta,"Paquete R (ftsa) para FPCA/pronostico de series temporales funcionales, PR1/PR2 metodologico",no
1556,A stickiness coefficient for longitudinal data,include,none,alta,"Coeficiente de stickiness para datos longitudinales bajo marco de proceso funcional suave, PR1",no
1562,Functional Generalized Autoregressive Conditional Heteroskedasticity,include,none,alta,"Version funcional del proceso GARCH (fGARCH), volatilidad financiera, ancla tematica fuerte PR4/PR5",no
1578,Clustering time series under the Fréchet distance,include,none,alta,"Clustering de series temporales bajo distancia de Frechet, datos funcionales/longitudinales, PR1",no
1579,Detecting and dating structural breaks in functional data without dimension reduction,include,none,alta,"Deteccion de rupturas estructurales en datos funcionales sin reduccion de dimension, PR2/PR3",no
1583,A Simple Test for White Noise in Functional Time Series,include,none,alta,"Test de ruido blanco para series temporales funcionales via operador de densidad espectral, PR1",no
1586,On the Prediction of Stationary Functional Time Series,include,none,alta,"Prediccion de series temporales funcionales estacionarias (Aue/Hormann), PR1/PR2",no
1594,Evaluating stationarity via change-point alternatives with applications to fMRI data,include,none,alta,Deteccion de cambios en datos funcionales dependientes aplicado a fMRI; metodologia central pese a dominio medico (excepcion E4),no
1598,Modelling a response as a function of high-frequency count data: The association between physical ac,include,none,media,"Histograma como resumen funcional novedoso para conteos de alta frecuencia; aporte metodologico sobre representacion, no solo aplicacion accesoria (excepcion E4)",no
1615,Functional data analysis for volatility,include,none,alta,"Proceso de volatilidad funcional para datos de alta frecuencia (S&P500), PR5 directo",no
1634,Selecting the number of principal components in functional data,include,none,alta,"Criterios para seleccionar numero de componentes principales funcionales, PR3 directo",no
1643,Identifying the spectral representation of Hilbertian time series,include,none,alta,"Representacion espectral de series temporales hilbertianas via operador de covarianza, PR1/PR2",no
1645,Rainbow: An R package for visualizing functional time series,include,none,alta,"Paquete R (rainbow) para visualizacion de series temporales funcionales, herramienta FDA PR1",no
1664,Forecasting implied volatility in foreign exchange markets: a functional time series approach,include,none,alta,"FPCA dinamica para pronostico de volatilidad implicita FX, PR5 directo",no
1680,Functional time series forecasting with dynamic updating: An application to intraday particulate mat,include,none,alta,Pronostico FTS con actualizacion dinamica; metodologia FPCR sustantiva pese a dominio ambiental (excepcion E4),no
1681,Bootstrap methods for stationary functional time series,include,none,alta,"Metodos bootstrap para covarianza de largo plazo en FTS estacionarias via FPCA, PR3",no
1684,Combining functional data projections for time series classification,include,none,alta,"Proyecciones de datos funcionales en RKHS para clasificacion de series temporales, PR1",no
