id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
2700,Exponential mixing properties of nonlinear functional autoregressive models,include,none,media,"Modelos autorregresivos funcionales no lineales (NFAR), propiedades de mezcla y operator learning; metodologia de series funcionales.",si
2701,Wasserstein Regression,include,none,media,"Regresion Wasserstein distribucion-a-distribucion, extiende regresion funcion-a-funcion de FDA; geometria de espacios tangentes.",si
2702,Nonparametric Depth and Quantile Regression for Functional Data,include,none,alta,Regresion de profundidad/cuantiles no parametrica para datos funcionales; aplicacion economica (PIB per capita vs tasa de ahorro).,no
2703,fsemipar: an R package for SoF semiparametric regression,include,none,media,Paquete R para regresion semiparametrica escalar-sobre-funcion; herramienta de implementacion de metodos FDA con seleccion de variables.,no
2704,A new look at weather-related health impacts through functional regression,exclude,E4,media,"Aplicacion de FDA a mortalidad cardiovascular por temperatura en Montreal; contribucion centrada en epidemiologia, no en la base.",si
2705,Detecting British Columbia Coastal Rainfall Patterns by Clustering Gaussian Processes,exclude,E4,media,"FDA + clustering de procesos gaussianos aplicado a lluvia costera en BC; dominio meteorologico, sin discusion de base.",si
2706,Enriched Functional Tree-Based Classifiers: A Novel Approach Leveraging Derivatives and Geometric Fe,include,none,media,Clasificadores funcionales basados en arboles enriquecidos con derivadas y features geometricas; metodologia de clasificacion FDA.,si
2707,Visualization and Assessment of Spatio-temporal Covariance Properties,include,none,media,"Enfoque FDA (boxplots funcionales, ranking) para evaluar separabilidad/simetria de covarianzas espacio-temporales; contribucion metodologica.",si
2708,Inferring Brain Signals Synchronicity from a Sample of EEG Readings,exclude,E4,media,"FDA + clustering aplicado a sincronia de senales EEG; dominio neurociencia, FDA usada como herramienta.",si
2710,Functional Linear Regression: Dependence and Error Contamination,include,none,alta,Regresion lineal funcional con dependencia serial y contaminacion de error funcional; estimador GMM basado en autocovarianza.,no
2711,Functional Mixtures-of-Experts,include,none,alta,Mixtures-of-experts funcional con regularizacion tipo Lasso sobre derivadas; representaciones funcionales sparse e interpretables.,no
2712,funBIalign: a hierachical algorithm for functional motif discovery based on mean squared residue sco,include,none,media,Descubrimiento de motivos funcionales via clustering jerarquico; una de las aplicaciones es inflacion de precios de alimentos.,si
2713,A feasible central limit theorem for realised covariation of SPDEs in the context of functional data,include,none,media,"Teoria asintotica (TCL) para estimacion de volatilidad en dimension infinita, SPDEs, covariacion realizada en espacios de Hilbert.",si
2714,A weak law of large numbers for realised covariation in a Hilbert space setting,include,none,media,"Ley debil de grandes numeros para covariacion realizada en espacio de Hilbert; datos funcionales de alta frecuencia, volatilidad.",si
2715,Nowcasting distributions: a functional MIDAS model,include,none,alta,Modelo MIDAS funcional con FPCA para nowcasting de la distribucion del ingreso de hogares de EEUU; aplicacion economica (desigualdad).,no
2716,Minimax Optimal Kernel Operator Learning via Multilevel Training,exclude,I1,media,"Aprendizaje de operadores Hilbert-Schmidt entre RKHS Sobolev, teoria ML; FDA solo mencionada como uno de varios dominios de aplicacion.",si
2717,Minimax prediction in the Functional Autoregressive Model,include,none,alta,"Prediccion minimax en el modelo autorregresivo funcional (FAR); estimador ridge frente a regularizacion FPCA estandar, suavidad funcional.",no
2718,Prediction of air pollutants PM10 by ARBX(1) processes,include,none,media,"Series de tiempo funcionales en espacios de Banach con variables exogenas (ARBX); metodologia de estimacion/prediccion, aplicacion PM10.",si
2719,Splash! Robustifying Donor Pools for Policy Studies,include,none,media,Compara sintesis de control con FPCA vs seleccion forward vs SCM original para elegir donantes; contexto de politica economica.,si
2720,On changepoint detection in functional data using empirical energy distance,include,none,alta,Deteccion de puntos de cambio en datos funcionales via distancia de energia empirica; aplicacion a datos financieros y de temperatura.,no
2721,Fully Functional Weighted Testing for Abrupt and Gradual Location Changes in Functional Time Series,include,none,alta,Test de cambios abruptos/graduales en series funcionales; discute reduccion de dimension por PCA vs CUSUM funcional y ponderacion por covarianza.,no
2722,Scalable Multiple Changepoint Detection for Functional Data Sequences,include,none,media,"Deteccion escalable de multiples puntos de cambio en secuencias de datos funcionales; proyecciones between/within, fused lasso, CUSUM.",no
2725,Variational Nonparametric Inference in Functional Stochastic Block Model,include,none,media,"Modelo de bloques estocasticos funcional; vertices con datos funcionales (PIB de paises), deteccion de comunidades e inferencia variacional.",si
2726,CoVariance Filters and Neural Networks over Hilbert Spaces,include,none,media,Filtros y redes de covarianza sobre espacios de Hilbert; se prueba que recuperan FPCA de senales filtradas; clasificacion de series.,si
2727,Spatially Varying Deep Functional Neural Network: Application in Large-Scale Crop Yield Prediction,include,none,media,Red neuronal funcional profunda con coeficientes espacialmente variantes; supera modelos de regresion funcional; aplicacion a rendimiento de cultivos.,si
2728,A Statistical Machine Learning Approach to Yield Curve Forecasting,include,none,alta,"Procesos gaussianos para modelar y pronosticar la curva de rendimientos (yield curve); datos funcionales, aplicacion financiera.",no
2729,Functional Mean Flow in Hilbert Space,exclude,I1,alta,"Modelo generativo one-step en espacio de Hilbert (Functional Flow Matching); genera imagenes/PDEs, no representacion FDA ni FPCA.",no
